"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","eids-badge__description","he-lazy-image src","eids-badge__label","img-wrp href","he-lazy-image src 2","listing-card--owner-info__firm-name","he-lazy-image src 3"
"https://www.hepsiemlak.com/istanbul-buyukcekmece-ataturk-kiralik/daire/151543-10","15","45.000","10-02-2025","İstanbul Kiralık Daire","3 +
                          1","180 m²","25
                        Yaşında","2. Kat","Denize Sıfır Kiralık Geniş Bakımlı Eşyalı Daire.","İstanbul / Büyükçekmece / Atatürk Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/0/1/7/1/4/4/1739217654832-44171055.jpg","",""
"https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-kiralik/daire/151320-81","25","55.000","24-02-2025","İstanbul Kiralık Daire","2 +
                          1","100 m²","1
                        Yaşında","1. Kat","Bahçelievler Kadir Has Civarı 100 M² Yeni 1.Kat 2+1 Kapalı  Oto Parklı Asansörlü","İstanbul / Bahçelievler / Bahçelievler Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/bulent-gayrimenkul-151320","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/5/7/6/1/4/4/49651d15-2508-42c1-b022-b6a4f92d4009.jpg","Bülent Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/2/3/1/5/1/94862cdd-8770-4bbe-83a8-d64832ab6a1c.jpg"
"https://www.hepsiemlak.com/istanbul-silivri-alipasa-kiralik/daire/82915-4137","43","18.000","04-03-2025","İstanbul Kiralık Daire","2 +
                          1","115 m²","Sıfır Bina","3. Kat","Büşra Gayrimenkulden Kiralık Sıfır Daire 2+1 Kat 3 Ebeveyin Banyolu 95m2 Site İçi","İstanbul / Silivri / Alipaşa Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/3/5/6/1/4/4/c3a85c13-953d-48b3-b7c6-446e9a76e80c.jpg","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-sehit-muhtar-kiralik/daire/0-44164693","24","34.000","09-02-2025","İstanbul Kiralık Daire","2 +
                          0","65 m²","40
                        Yaşında","1. Kat","Taksim Flat Video For Rent/sale || فيديو شقق للبيع أو للإيجار في تقسيم","İstanbul / Beyoğlu / Şehit Muhtar Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/6/4/6/1/4/4/gtJNIG_DqAIsU1VOR0e61.jpg","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-kiralik/daire/7350-10138","60","67.000","12-02-2025","İstanbul Kiralık Daire","3 +
                          1","135 m²","38
                        Yaşında","4. Kat","Erenköy Minibüs Caddesine Yakın 3+1 Ara Kat Geniş Daire","İstanbul / Kadıköy / Erenköy Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/century21-sahra-gayrimenkul-7350","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/9/9/5/1/4/4/4c9deb88-c887-467e-b149-8b882bf4aa69.jpg","Century21 Sahra Gayrımenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/5/3/7/0/0/8896c33d-8904-4780-b2a0-daf1b78318d7.jpg"
"https://www.hepsiemlak.com/istanbul-sariyer-kirecburnu-kiralik/daire/146201-73","32","50.000","14-02-2025","İstanbul Kiralık Daire","2 +
                          1","95 m²","31
                        Yaşında","Bahçe Katı","*realty World Perfect* Kireçburnu Kiralık 2+1 Boğaz Manzaralı","İstanbul / Sarıyer / Kireçburnu Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/realty-world-perfect-146201","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/9/1/7/5/1/4/4/7dce0bf9-5d0a-4161-8056-7421d48f5018.jpg","Realty World Perfect","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/0/2/6/4/1/43fc309f-57ac-4f35-b095-f9db61fa4c87.jpg"
"https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-kiralik/daire/30826-3576","35","40.000","26-02-2025","İstanbul Kiralık Daire","2 +
                          1","70 m²","Sıfır Bina","1. Kat","Bahçelievler Yıldızlı Sokak'ta, Sıfır Binada 2+1 Otoparklı Daire","İstanbul / Bahçelievler / Bahçelievler Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/2/7/5/1/4/4/4267a995-de50-4ee3-ad93-c59cf34773e4.jpg","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-kiralik/daire/149996-253","40","95.000","07-02-2025","İstanbul Kiralık Daire","3 +
                          1","145 m²","3
                        Yaşında","10. Kat","Şaşkınbakkal'da Dz.Mnz.Lı, Balkonlu, Ebeveyn Banyolu Kiralık 3+1","İstanbul / Kadıköy / Suadiye Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/turyap-gala-149996","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/5/6/5/1/4/4/8674561a-9fbe-4225-b68c-d900e0068049.jpg","Turyap Gala","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/9/9/9/4/1/4cdc125d-edf6-4a85-ba0f-27caf534ecd0.jpg"
"https://www.hepsiemlak.com/istanbul-sisli-19-mayis-kiralik/daire/145358-88","56","50.000","07-02-2025","İstanbul Kiralık Daire","4 +
                          1","160 m²","30
                        Yaşında","4. Kat","Şişli 19 Mayıs Mahallesi Kiralık 4+1 Teraslı Dublek Daire","İstanbul / Şişli / 19 Mayıs Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/5/8/7/5/1/4/4/b78315f1-b5d4-449a-b522-1173a70ede85.jpg","",""
"https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-kiralik/daire/130971-252","28","23.000","07-02-2025","İstanbul Kiralık Daire","2 +
                          1","95 m²","21
                        Yaşında","3. Kat","Rosa'dan Maltepe Zümrütevlerde Şahane Konumda Kiralık Daire","İstanbul / Maltepe / Zümrütevler Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/rosa-gayrimenkul-130971","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/7/8/5/1/4/4/35c1a1c2-4af7-4b3a-b060-2dfa86e891b8.jpg","Rosa Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/7/9/0/3/1/e4860022-57f2-4ebf-92ff-9769d8275fd7.jpg"
"https://www.hepsiemlak.com/istanbul-kadikoy-sahrayi-cedit-kiralik/daire/34992-1016","31","55.000","06-02-2025","İstanbul Kiralık Daire","5 +
                          1","180 m²","25
                        Yaşında","7. Kat","Semt Emlaktan İnönü Caddesinde Kiralık Dublex Daire","İstanbul / Kadıköy / Sahrayı Cedit Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","","",""
"https://www.hepsiemlak.com/istanbul-arnavutkoy-arnavutkoy-merkez-kiralik/daire/0-44148690","21","22.500","03-03-2025","İstanbul Kiralık Daire","2 +
                          1","95 m²","2
                        Yaşında","3. Kat","Sahibinden, A.Köy Merkez Mah, Asansörlü Yeni Bina Da, Geniş 2+1 Daire","İstanbul / Arnavutköy / Arnavutköy Merkez Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","","",""
"https://www.hepsiemlak.com/istanbul-kartal-yakacik-carsi-kiralik/daire/0-44148793","19","28.000","06-02-2025","İstanbul Kiralık Daire","3 +
                          1","100 m²","25
                        Yaşında","7. Kat","05/02/2025","İstanbul / Kartal / Yakacık Çarşı Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","","",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-fatih-kiralik/daire/7182-4919","36","40.000","05-02-2025","İstanbul Kiralık Daire","1 +
                          1","89 m²","4
                        Yaşında","3. Kat","Invest Lake Den Bluelake Residance De 1+1.Salon..Full Eşyalı,Göl Manzaralı","İstanbul / Küçükçekmece / Fatih Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/invest-lake-7182","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/7/6/4/1/4/4/2e261019-cb8d-4aae-b49f-481806f06759.jpg","İnvest Lake","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/8/1/7/0/0/53a65f4f-2453-411c-a3d9-030a4c57a2e5.jpg"
"https://www.hepsiemlak.com/istanbul-kartal-cumhuriyet-kiralik/daire/140384-39","17","37.500","13-02-2025","İstanbul Kiralık Daire","1 +
                          1","70 m²","2
                        Yaşında","20. Kat","Kartal Propa Vista Full Eşyalı Deniz Manzaralı 4 Ay Kiralık Faturalar-Aidat Dahil","İstanbul / Kartal / Cumhuriyet Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/homes-of-turkey-140384","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/5/4/4/1/4/4/d2a844f5-9654-4510-9e6b-f00d2326e8d3.jpg","Homes Of Turkey","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/8/3/0/4/1/bca5db06-966b-46c8-ae55-ba8cd00b3edc.jpg"
"https://www.hepsiemlak.com/istanbul-sile-ahmetli-kiralik/daire/140511-123","15","25.500","05-02-2025","İstanbul Kiralık Daire","1 +
                          1","45 m²","5
                        Yaşında","Bahçe Katı","Acr Gyd'dan Şile White Houses Sitesinde Lüks Eşyalı Bahçeli 1+1 Daire","İstanbul / Şile / Ahmetli Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/acr-gayrimenkul-ve-yatirim-danismanligi-140511","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/1/0/5/4/1/4/4/e151f41d-0521-4000-8b47-37ea5740f5a2.jpg","Acr Gayrimenkul Ve Yatırım Danışmanlığı","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/1/5/0/4/1/9a8f4c0c-74f5-48fb-8196-e8bb9a1f6f1b.jpg"
"https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-kiralik/daire/79202-1193","60","76.000","06-02-2025","İstanbul Kiralık Daire","3 +
                          1","145 m²","6
                        Yaşında","Ara Kat","Turyap Göztepe Den Göztepe De 3+1 Kiralık Daire","İstanbul / Kadıköy / Erenköy Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/turyap-goztepe-79202","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/1/2/4/1/4/4/f88015a5-3882-4708-ad6e-65e4310bce69.jpg","Turyap Göztepe","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/0/2/9/7/0/077d8a8b-beee-4fc0-a13f-72329734d877.jpg"
"https://www.hepsiemlak.com/istanbul-sariyer-zekeriyakoy-kiralik/daire/2887-1405","38","80.000","04-02-2025","İstanbul Kiralık Daire","4 +
                          1","165 m²","31
                        Yaşında","4. Kat","Sarıyer'de Kiralık Site İçinde 4+1 Çatı Dubleksi Daire","İstanbul / Sarıyer / Zekeriyaköy Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/5/1/4/1/4/4/d37d46da-b95f-4d55-824a-ef41daa838ed.jpg","",""
"https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-kiralik/daire/0-44137044","20","27.500","04-02-2025","İstanbul Kiralık Daire","3 +
                          1","100 m²","25
                        Yaşında","7. Kat","Zümrütevler De Yeni Tadillatli 3+1 Geniş Kiralık Daire","İstanbul / Maltepe / Zümrütevler Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/0/7/3/1/4/4/1738605895449-44137044.jpg","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-fenerbahce-kiralik/daire/139446-1008","34","105.000","04-03-2025","İstanbul Kiralık Daire","4 +
                          1","240 m²","27
                        Yaşında","3. Kat","Sağlam'dan Fenerbahçe De 240 M2 4+1 Katta Tek Balkonlu Emsalsiz Genç Bina Da Çok Ferah Kiralık","İstanbul / Kadıköy / Fenerbahçe Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/saglam-invest-gayrimenkul-139446","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/3/2/3/1/4/4/1738535545077-44132302.jpg","Sağlam Invest Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/4/4/9/3/1/664cd467-53a7-43e3-b7b2-07257c44ac8d.jpg"
"https://www.hepsiemlak.com/istanbul-bahcelievler-soganli-kiralik/daire/146752-120","38","15.500","15-02-2025","İstanbul Kiralık Daire","2 +
                          1","95 m²","35
                        Yaşında","2. Kat","Mustafa Kemal Paşa Cad. Üzeri 2+1 Kombili 2.Kat 90 M2 Kiralık Daire","İstanbul / Bahçelievler / Soğanlı Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/yaka-istanbul-emlak-146752","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/0/7/2/1/4/4/726130a8-22b4-4ac9-87c9-de632de61c8b.jpg","Yaka İstanbul Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/5/7/6/4/1/4aac34e9-d737-42b5-8e0c-b3f2b74687e8.jpg"
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/68305-1805","30","27.000","06-02-2025","İstanbul Kiralık Daire","2 +
                          1","65 m²","4
                        Yaşında","2. Kat","Sıfır Full Eşyalı 2+1 Asansörlü Normal 2.Kat Metro-Büs 8","İstanbul / Şişli / Mecidiyeköy Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/8/2/2/1/4/4/9af980e4-cbc9-4b49-b6b8-4fcd891576c3.jpg","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-cumhuriyet-kiralik/daire/153103-9","15","35.000","14-02-2025","İstanbul Kiralık Daire","3 +
                          1","130 m²","15
                        Yaşında","13. Kat","Ana Cadde Üzerinde Yaşam Vadisine Komşu Kiralık 3+1 Daireler","İstanbul / Beylikdüzü / Cumhuriyet Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/yyg-yapi-153103","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/0/7/6/1/1/4/4/9a8bfb02-f177-452c-936d-7a78cf07bcbd.jpg","Yyg Yapı","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/0/1/3/5/1/86f91a9d-cf4e-44cc-ad32-dd21160c093e.jpg"
"https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/133955-205","24","72.000","19-02-2025","İstanbul Kiralık Daire","3 +
                          1","160 m²","32
                        Yaşında","3. Kat","Laika Emlaktan Florya'da Merkezi Konumlu 160 M² 3+1 Ara Kat","İstanbul / Bakırköy / Şenlikköy Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/8/1/9/0/4/4/c57cd14a-49fe-4dad-ab34-e4870ab915ba.jpg","",""
"https://www.hepsiemlak.com/istanbul-kagithane-sultan-selim-kiralik/daire/134476-265","26","18.000","03-03-2025","İstanbul Kiralık Daire","2 +
                          1","55 m²","30
                        Yaşında","1. Kat","Kağıthane Sultan Selim Sanayi Mh Bulut Sk 1+1 65 M2 1. Kat Acil Eşyalı Kiralık Daire","İstanbul / Kağıthane / Sultan Selim Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/2/8/7/0/4/4/1737540239758-44078296.jpg","",""
"https://www.hepsiemlak.com/istanbul-buyukcekmece-ataturk-kiralik/daire/133731-52","28","22.500","03-03-2025","İstanbul Kiralık Daire","2 +
                          1","110 m²","20
                        Yaşında","3. Kat","Büyükçekmece 2+1  Kiralık Eşyalı Daire","İstanbul / Büyükçekmece / Atatürk Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/ay-plus-gayrimenkul-133731","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/3/9/6/0/4/4/1737381409650-44069365.jpg","Ay Plus Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/7/3/3/1/f5d82ef4-b044-4b31-bd1b-a499d018a036.jpg"
"https://www.hepsiemlak.com/istanbul-kadikoy-osmanaga-kiralik/daire/132555-202","26","37.000","24-02-2025","İstanbul Kiralık Daire","1 +
                          1","70 m²","25
                        Yaşında","4. Kat","Neta'dan Bahariye'de Asansörlü Geniş 1+1 Kombili Masrafsız","İstanbul / Kadıköy / Osmanağa Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/neta-emlak-hizmetleri-132555","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/0/5/6/0/4/4/5a007f7b-014d-40b3-8e54-ab6c17591236.jpg","Neta Emlak Hizmetleri","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/5/5/2/3/1/9d32533a-7402-43e7-a4ed-ebe9cda64b2c.jpg"
"https://www.hepsiemlak.com/istanbul-pendik-kaynarca-kiralik/daire/135705-67","27","24.000","25-02-2025","İstanbul Kiralık Daire","3 +
                          1","155 m²","29
                        Yaşında","2. Kat","Pendik Kiralık Daire 3+1 Geniş Merkezi Lokasyon","İstanbul / Pendik / Kaynarca Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/2/4/6/0/4/4/1737327610-92888-44064216.jpeg","",""
"https://www.hepsiemlak.com/istanbul-pendik-yenisehir-kiralik/daire/136086-7","15","42.500","04-03-2025","İstanbul Kiralık Daire","2 +
                          1","114 m²","5
                        Yaşında","5. Kat","Kiralık Kurtköy Paragon Sitesinde Muhteşem 2+1 Havuz Manzaralı Daire","İstanbul / Pendik / Yenişehir Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/2/9/3/0/4/4/1736879184850-44039295.jpg","",""
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/692430-720","44","19.000","11-02-2025","İstanbul Kiralık Daire","2 +
                          1","95 m²","15
                        Yaşında","Giriş Katı","Şişli Mecıdıyeköy’de Kiralık 2+1 Temiz Daire","İstanbul / Şişli / Mecidiyeköy Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/8/1/2/0/4/4/1736509213-373874-44021835.jpeg","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-kiralik/daire/131910-348","38","115.000","28-02-2025","İstanbul Kiralık Daire","3 +
                          1","140 m²","4
                        Yaşında","3. Kat","Bağdat Caddesi Sahil Arası Caddebostan 'da Genç Bina Da Balkonlu","İstanbul / Kadıköy / Caddebostan Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/redstone-cadde-131910/kaan-kanver-3445969","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/8/6/0/0/4/4/c1ea9807-51d4-4b4f-8589-e8fc38d36ead.jpg","Redstone Cadde","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/6/9/5/4/4/3/8c616903-cb29-4240-96b8-f4985e0703ce.jpg"
"https://www.hepsiemlak.com/istanbul-esenyurt-ucevler-kiralik/daire/124190-425","42","15.000","24-02-2025","İstanbul Kiralık Daire","2 +
                          1","90 m²","5
                        Yaşında","1. Kat","Merkezi Konumda Meydana Yakın 2+1 1.Katta Kiralık Daire","İstanbul / Esenyurt / Üçevler Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/zen-yapi-124190","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/7/4/2/8/9/3/4/71a4ffb1-ac13-4448-b9e4-2b0b05617658.jpg","Zen Yapı","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/9/1/4/2/1/4516d55f-2083-4b99-b063-0cd0ba8e1123.jpg"
"https://www.hepsiemlak.com/istanbul-uskudar-kandilli-kiralik/daire/129138-720","21","70.000","11-02-2025","İstanbul Kiralık Daire","3 +
                          1","140 m²","Sıfır Bina","2. Kat","Üsküdar Kandilli 3+1 Site İçi Sıfır 140m2 Kapalı Otopark Lux","İstanbul / Üsküdar / Kandilli Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/concept-plus-yapi-gayrimenkul-129138","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/9/5/5/9/3/4/960b32d2-c39b-48a1-ad6a-7dc900e6984f.jpeg","Concept Plus Yapı Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/3/1/9/2/1/cca50df9-2ee4-416d-8ab7-7e1ead6323cd.jpg"
"https://www.hepsiemlak.com/istanbul-esenyurt-talatpasa-kiralik/daire/129433-88","15","10.000","21-02-2025","İstanbul Kiralık Daire","1 +
                          1","80 m²","7
                        Yaşında","5. Kat","Esenyurt Talatpaşa Mah.Kiralık 1+1 Teras Kat Daire..","İstanbul / Esenyurt / Talatpaşa Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/0/2/5/9/3/4/59b2c1f9-0b26-4abe-ad7c-5a8db521422f.jpg","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-koza-kiralik/daire/145728-131","19","29.000","25-02-2025","İstanbul Kiralık Daire","3 +
                          1","170 m²","12
                        Yaşında","7. Kat","Akkoza Koru Blok Eşyalı Kiralık 3+1 Daire","İstanbul / Esenyurt / Koza Mah.","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/2/7/5/4/1/51711217-b16c-41a5-9447-6626b08dd055.jpg","","https://www.hepsiemlak.com/emlak-ofisi/net-bahcesehir-gayrimenkul-145728","","Net Bahçeşehir Gayrimenkul",""
"https://www.hepsiemlak.com/istanbul-umraniye-saray-kiralik/daire/4675-16785","44","50.000","06-02-2025","İstanbul Kiralık Daire","2 +
                          1","110 m²","5
                        Yaşında","14. Kat","Utku'dan Antasya Resıdence'ta 110m2 2+1 Kiralık Fırsatı !!","İstanbul / Ümraniye / Saray Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/utku-emlak-4675/utku-emlak-4675","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/7/6/4/0/0/2c4f7128-07a3-4863-b38a-06f245678e2f.jpg","Utku Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/7/6/4/0/0/cf2c9556-66e8-4fef-a722-9ea67895cdeb.jpg"
"https://www.hepsiemlak.com/istanbul-kartal-orhantepe-kiralik/daire/153412-6","59","62.500","07-02-2025","İstanbul Kiralık Daire","3 +
                          1","145 m²","2
                        Yaşında","21 ve üzeri","Leb-İ Derya Manzaralı, Güvenlikli, 21.Katta, E.Banyolu 3+1","İstanbul / Kartal / Orhantepe Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/adim-gayrimenkul-153412","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/1/4/3/5/1/c4afdbe4-9044-4356-8768-a5d93084f365.jpg","Adım Gayrimenkul",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-kiralik/daire/78029-1033","60","19.000","06-02-2025","İstanbul Kiralık Daire","1 +
                          1","85 m²","6
                        Yaşında","1. Kat","Beylikdüzü Kavaklı'da Kiralık Eşyalı Daire Nazar Emlakdan","İstanbul / Beylikdüzü / Kavaklı Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/2/5/1/9/3/4/1735046079123-43915202.jpg","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-kiralik/daire/17468-10931","40","25.000","17-02-2025","İstanbul Kiralık Daire","3 +
                          1","180 m²","22
                        Yaşında","4. Kat","Beylikdüzü Yeşilkent 2 Sitesinde Bahçe Manzaralı Güzel Konum 3+1","İstanbul / Beylikdüzü / Adnan Kahveci Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/1/6/9/8/3/4/63cc0bed-64da-4965-90b4-774579709aba.jpg","",""
