"img-link href","photo-count","list-view-price","list-view-date","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","eids-badge__description","he-lazy-image src","eids-badge__label","img-wrp href","he-lazy-image src 2","he-lazy-image src 3","listing-card--owner-info__firm-name"
"https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-kiralik/daire/92941-5629","22","22.500","04-03-2025","3 +
                          1","145 m²","20
                        Yaşında","8. Kat","Polat Emlak'dan ...Bahçeşehir 2 Kısım - 3+1 - Kiralık Daire ...","İstanbul / Başakşehir / Bahçeşehir 2. Kısım Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/6/5/1/2/9/1/91e1e9bb-86b7-4900-b9d8-cca897dd86c2.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/polat-emlak-92941/sertac-aslan-1921565","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/7/8/0/2/4/4/6e961785-c4b9-4f52-9d53-d6767e9a26a6.jpg","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Polat Emlak"
"https://www.hepsiemlak.com/istanbul-atasehir-icerenkoy-kiralik/daire/142356-214","13","30.000","04-03-2025","3 +
                          1","120 m²","22
                        Yaşında","1. Kat","İçerenköy,De Ulaşıma Yakın Acık Otoparklı Asansörlü 3+1daire","İstanbul / Ataşehir / İçerenköy Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/4/6/2/7/1/4/4/600b79e9-c559-4d30-a06a-a23d722e9fd3.jpg","",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-atakent-kiralik/daire/20751-28715","25","55.000","02-03-2025","3 +
                          1","130 m²","20
                        Yaşında","3. Kat","Küçükçekmece Halkalı Atakent Soyak Olympiakent Kiralık Daire","İstanbul / Küçükçekmece / Atakent Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/yelkenciler-gyd-ajansi-20751/durmus-yelkenci-20751","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/2/2/8/6/2/4/4/9e486a4f-3365-48e2-9d76-407d574c9c19.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/5/7/0/2/0/9c580a11-b2a3-43f8-b439-51d8cff19d68.jpg","Yelkenciler Gyd Ajansı"
"https://www.hepsiemlak.com/istanbul-sisli-eskisehir-kiralik/daire/40658-21537","16","18.000","28-02-2025","1 +
                          1","45 m²","45
                        Yaşında","1. Kat","Şişli Kurtuluş Akağalar Caddesi Üzerinde  Eşyalı  Faturalar Dahil Kiralık 1+1 Daire","İstanbul / Şişli / Eskişehir Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/remax-olusum-40658","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/7/1/1/2/4/4/bfb4ab06-8def-45d1-b6e1-f5ffe49796f9.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/5/6/0/4/0/d0deaf43-fa41-404b-a2d5-41bd8a0406b6.png","Remax Oluşum"
"https://www.hepsiemlak.com/istanbul-besiktas-gayrettepe-kiralik/daire/23180-5455","16","60.000","01-03-2025","2 +
                          1","80 m²","15
                        Yaşında","5. Kat","Beşiktaş Gayrettepe ' De Herşey Dahil 2+1 Eşyalı Daire","İstanbul / Beşiktaş / Gayrettepe Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/vizyon-investment-real-estate-23180","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/6/0/8/6/9/3/481863db-87c7-451d-96a9-c9ef2d2c352f.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/8/1/3/2/0/75db89b8-ffe8-4672-9a8e-d0069fbeeaf9.jpg","Vizyon İnvestment Real Estate"
"https://www.hepsiemlak.com/istanbul-kagithane-celiktepe-kiralik/daire/81240-11977","13","13.500","03-03-2025","1 +
                          1","70 m²","31
                        Yaşında","1. Kat","4.Levent Metroya 12 Dk. 1+1 Kiralık Daire,Artum'dan","İstanbul / Kağıthane / Çeliktepe Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/artum-yapi-gayrimenkul-81240","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/4/3/7/2/4/4/76ea8b6e-b71a-4b4d-9a0b-18d12244bafb.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/4/2/1/8/0/17a8d46c-7ef2-4c69-b583-9473739d5623.jpg","Artum Yapı Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-fatih-sehremini-kiralik/daire/88208-1836","13","18.000","04-03-2025","2 +
                          1","80 m²","27
                        Yaşında","Yüksek Giriş","Başvekil Emlak""tan Yüksek Giriş Çapa Çiçekbostan Sk 2+1 Kombili","İstanbul / Fatih / Şehremini Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/5/5/8/4/2/4/4/909bd2fa-9519-4dba-8be6-5111a7360f02.jpg","",""
"https://www.hepsiemlak.com/istanbul-sisli-eskisehir-kiralik/daire/34800-2176","13","20.000","04-03-2025","1 +
                          1","70 m²","40
                        Yaşında","Kot 1","Yeni Asır Emlak'dan 1+1 Full Eşyalı Temiz Daire","İstanbul / Şişli / Eskişehir Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/6/8/1/1/4/4/428f2045-a6d4-44be-882a-70c52422c2d4.jpg","",""
"https://www.hepsiemlak.com/istanbul-besiktas-cihannuma-kiralik/daire/92222-590","13","35.000","04-03-2025","1 +
                          1","85 m²","45
                        Yaşında","En Üst Kat","Ufuk Emlak'tan Serenecebey De Deniz Manzaralı 1+1","İstanbul / Beşiktaş / Cihannüma Mah.","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/0/0/8/9/8/1/c7793b7a-597b-42f9-b6bf-0f738c48dfd6.jpg","","https://www.hepsiemlak.com/emlak-ofisi/ufuk-emlak-92222/fatma-guler-1898003","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/0/4/3/9/2/4/bcd82492-27ff-4745-8045-679dd1811c46.jpg","","Ufuk Emlak"
"https://www.hepsiemlak.com/istanbul-besiktas-etiler-kiralik/daire/3676-7059","21","80.000","28-02-2025","1 +
                          1","75 m²","8
                        Yaşında","Bahçe Katı","Ali Obuz'dan Etilerde Yeni Binada Bahçe Katı Kiralık Daire","İstanbul / Beşiktaş / Etiler Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/9/8/5/2/4/4/0b5cb698-fb85-45c2-9d4d-154f6dd35ecd.jpg","",""
"https://www.hepsiemlak.com/istanbul-sisli-mesrutiyet-kiralik/daire/13582-2817","21","25.000","04-03-2025","2 +
                          1","80 m²","34
                        Yaşında","4. Kat","Nişantaşı Valikonağı Caddesine Yakın 2+1 Kiralık Daire","İstanbul / Şişli / Meşrutiyet Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/karizma-emlak-13582","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/0/8/9/5/1/4/4/5dd2dfbc-2470-4473-a29c-e70e38174779.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/8/5/3/1/0/5d432526-6a96-4a87-83c4-c1926dfc518b.jpg","Karizma Emlak"
"https://www.hepsiemlak.com/istanbul-silivri-yeni-kiralik/daire/107148-233","18","22.500","04-03-2025","3 +
                          1","120 m²","1
                        Yaşında","5. Kat","Silivri Yenimahalle Bölgesinde Kiralık 3+1 Daire Fırsat","İstanbul / Silivri / Yeni Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/5/6/0/8/3/4/1ceadfc2-b384-4031-9de6-d93fa20ea520.jpeg","",""
"https://www.hepsiemlak.com/istanbul-kagithane-yesilce-kiralik/daire/137813-265","9","20.000","01-03-2025","2 +
                          1","80 m²","9
                        Yaşında","1. Kat","Seyrantepe Metrosuna Yürüme Mesafesinde","İstanbul / Kağıthane / Yeşilce Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/5/8/5/7/3/4/1740748957908-43758571.jpg","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-barbaros-hayrettin-pasa-kiralik/daire/151118-9","9","40.000","03-03-2025","3 +
                          1","128 m²","11
                        Yaşında","Zemin","İsthanbul Evlerinde Kiralık 3+1 Daire","İstanbul / Esenyurt / Barbaros Hayrettin Paşa Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/dogme-akaryakit-turizm-spor-ins-ve-tic-ltd-sti-151118","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/5/3/1/6/3/4/eef2e96e-e4c2-4841-a393-42260dee468a.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/1/1/1/5/1/9e225c56-ca14-4ad0-ba41-4b2fc51f6463.jpg","Döğme Akaryakıt Turizm Spor İnş. Ve Tic. LTD. ŞTI."
"https://www.hepsiemlak.com/istanbul-kadikoy-merdivenkoy-kiralik/daire/23474-34204","33","48.500","01-03-2025","2 +
                          1","90 m²","2
                        Yaşında","Yüksek Giriş","Fidan'dan Göztepe Benzinci Karşısı, Yeni Bina, 2+1 Kombili Daire","İstanbul / Kadıköy / Merdivenköy Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/fidan-emlak-23474","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/5/7/7/1/4/4/3c39b2c7-e99a-410e-9c31-5604d5fde365.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/7/4/3/2/0/81a6f7bf-537f-4f87-b640-2d7d6401974a.jpg","Fidan Emlak"
"https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/4753-17201","33","70.000","01-03-2025","3 +
                          1","170 m²","Sıfır Bina","Bahçe Katı","Günyüzü Emlaktan Floryada Kiralık Sıfır 3,5+1 Daire.","İstanbul / Bakırköy / Şenlikköy Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/gunyuzu-emlak-4753/canan-ozerdal-bayraktar-4753","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/9/8/5/9/2/4/739860cc-c29f-4024-bfd5-7fbca99389ee.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/5/7/4/0/0/04705e31-22c7-4180-9f80-ef462c4fbb9c.jpg","Günyüzü Emlak"
"https://www.hepsiemlak.com/istanbul-besiktas-kurucesme-kiralik/daire/1791-1721","12","80.000","27-02-2025","1 +
                          1","70 m²","30
                        Yaşında","1. Kat","Kuruçeşme'de Kiralık Eşyalı Deniz Manzaralı Şık Daire","İstanbul / Beşiktaş / Kuruçeşme Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/9/7/1/0/0/b34d9cb9-0888-4564-87c8-6789ea0000a2.jpg","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/zeynep-ozay-gayrimenkul-danismanligi-1791/zeynep-ozay-1791","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/2/8/7/1/4/4/7591a800-9c6a-4e93-9103-3c488fcfb89c.jpg","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Zeynep Özay Gayrimenkul Danışmanlığı"
"https://www.hepsiemlak.com/istanbul-sisli-ergenekon-kiralik/daire/9979-1463","12","14.000","04-03-2025","1 +
                          1","40 m²","30
                        Yaşında","4. Kat","Osmanbey,Nışantaşı Ve Taksime Yakın Çatı Arası,Masrafsız Kiralık Daire","İstanbul / Şişli / Ergenekon Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","","",""
"https://www.hepsiemlak.com/istanbul-sisli-bozkurt-kiralik/daire/6919-1776","12","30.000","04-03-2025","2 +
                          1","120 m²","40
                        Yaşında","1. Kat","Osmanbey Metrosuna Yakın 100m2 1. Kat","İstanbul / Şişli / Bozkurt Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","","",""
"https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-kiralik/daire/21218-4681","23","60.000","02-03-2025","3 +
                          1","117 m²","Sıfır Bina","3. Kat","Bahçelievler Aka Koleji Yakını Sıfır, Kapalı Otoparklı, Ebeveyn Banyolu, Lüx 3+1 Kiralık Daire","İstanbul / Bahçelievler / Bahçelievler Mah.","","","","","","",""
"https://www.hepsiemlak.com/istanbul-sariyer-maden-kiralik/daire/33208-5857","32","150.000","02-03-2025","4 +
                          1","270 m²","7
                        Yaşında","2. Kat","Diamond Projeden Sarıyer Maden De Kiralık 4+1 Çatı Dubleksi 270 M2 Prestijli Sitede...","İstanbul / Sarıyer / Maden Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/diamond-proje-33208","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/4/1/1/2/4/4/d734c994-92da-429a-b9b1-a3bea7a65c87.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/0/2/3/3/0/321b027e-3779-4664-8030-ff733407c07f.jpg","Diamond Proje"
"https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-kiralik/daire/1006-19147","14","55.000","26-02-2025","3 +
                          1","165 m²","31
                        Yaşında","1. Kat","Ayşe Kadın Metro Duragına Yakın Kiralık Boş 3+1 Daire","İstanbul / Kadıköy / Suadiye Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/mega-emlak-1006","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/8/8/4/2/4/4/a943c63f-c27a-4d2a-849d-e409c345cf1d.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/0/0/1/0/0/153bf4ed-dd5f-40d0-b538-0fbd2187edde.jpg","Mega Emlak"
"https://www.hepsiemlak.com/istanbul-esenyurt-pinar-kiralik/daire/6904-13760","12","11.000","28-02-2025","2 +
                          1","100 m²","10
                        Yaşında","4. Kat","Pınar Mahallesi Ön Cephe Balkonlu 2+1 Ara Kat Kiralık Daire","İstanbul / Esenyurt / Pınar Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/istanbul-34-gayrimenkul-6904/istanbul-gayrimenkul-6904","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/4/7/9/0/4/4/d419bc39-7c29-4b86-b3c9-a3b8a6da34d4.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/4/0/9/6/0/0/9d9315b1-e2c9-4084-b597-531175538a7b.jpg","İstanbul 34 Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/33341-4886","17","40.000","04-03-2025","2 +
                          1","120 m²","30
                        Yaşında","Bahçe Katı","Kayalardan Florya Merkezde  Müstakil Girişli 2+1 Bahçe Kat","İstanbul / Bakırköy / Şenlikköy Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/kayalar-emlak-florya-bolu-33341","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/2/3/0/2/4/4/1739784054-396405-44203235.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/4/3/3/3/0/e300d95a-8bb9-44a4-9174-83cbc75aca10.jpg","Kayalar Emlak Florya & Bolu"
"https://www.hepsiemlak.com/istanbul-beykoz-ruzgarlibahce-kiralik/daire/0-44266188","15","25.000","02-03-2025","3 +
                          1","100 m²","20
                        Yaşında","Bahçe Katı","Bahçeli 2+1","İstanbul / Beykoz / Rüzgarlıbahçe Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/1/6/6/2/4/4/1740853717-348301-44266188.jpeg","",""
"https://www.hepsiemlak.com/istanbul-sancaktepe-veysel-karani-kiralik/daire/136181-760","33","32.000","25-02-2025","1 +
                          1","87 m²","5
                        Yaşında","5. Kat","Turyap Premium Selçuklu Vadi Sitesi 1+1 Balkon&depo Boş Arakat","İstanbul / Sancaktepe / Veysel Karani Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/turyap-premium-sancaktepe-136181","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/1/5/4/2/4/4/58c07d3d-5b43-4671-9ff7-fec523fba664.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/8/1/6/3/1/2e895ccd-83bc-44fb-a1a3-f6422f89b46c.jpg","Turyap Premıum Sancaktepe"
"https://www.hepsiemlak.com/istanbul-eyupsultan-esentepe-kiralik/daire/0-44246626","24","28.000","26-02-2025","3 +
                          1","156 m²","10
                        Yaşında","Teras Katı","Sahibinden Kiralık 2+1 Dubleks","İstanbul / Eyüpsultan / Esentepe Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/2/6/6/4/2/4/4/1740507285981-44246626.jpg","",""
"https://www.hepsiemlak.com/istanbul-kagithane-ortabayir-kiralik/daire/132277-333","17","26.000","25-02-2025","2 +
                          1","60 m²","10
                        Yaşında","En Üst Kat","Göktun'dan 2+1 Full Eşyalı Merkezi Konum Bekar-Aile Uygun","İstanbul / Kağıthane / Ortabayır Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/7/5/4/2/4/4/1740492934-195579-44245777.jpeg","",""
"https://www.hepsiemlak.com/istanbul-besiktas-dikilitas-kiralik/daire/85060-811","37","38.000","25-02-2025","2 +
                          1","90 m²","36
                        Yaşında","5. Kat","Dikilitaş'ta Manzaralı, 2+1 Kombili, Kullanıma Hazır, 5.Kat, Temiz Daire","İstanbul / Beşiktaş / Dikilitaş Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/7/4/4/2/4/4/e0cdc93f-bf67-4137-a05f-94b200a4160c.jpg","",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-nisantepe-kiralik/daire/4596-4911","55","32.500","25-02-2025","1 +
                          1","77 m²","4
                        Yaşında","Bahçe Katı","Nef Çekmeköy Kiralık 1,5+1 Bahçe Kat Özyeğin Üniv ‘tamer Karvan’","İstanbul / Çekmeköy / Nişantepe Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/3/3/5/4/2/4/4/0196ba0e-ceee-4b8d-a675-8152a08e15d5.jpg","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-basaksehir-kiralik/daire/139407-618","25","25.500","25-02-2025","1 +
                          1","44 m²","7
                        Yaşında","Ara Kat","Air Başakşehir Residence 1+1 Eşyalı Kiralık Daire- New Inn (487)","İstanbul / Başakşehir / Başakşehir Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/new-inn-turizm-ve-otelcilik-anonim-sirketi-139407","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/1/3/4/2/4/4/24f51848-39cc-4678-ae7a-530c221fbc63.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/0/4/9/3/1/ee70ff6c-e158-4b4d-b5d8-552c822af494.jpg","New Inn Turizm Ve Otelcilik Anonim Şirketi"
"https://www.hepsiemlak.com/istanbul-esenyurt-sultaniye-kiralik/daire/145353-144","16","15.000","24-02-2025","1 +
                          1","95 m²","8
                        Yaşında","4. Kat","Esenyurt Meydanda Ultra Lüks Eşyalı Rezidans","İstanbul / Esenyurt / Sultaniye Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/rota-yapi-gayrimenkul-145353","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/0/9/3/2/4/4/1740388385278-44239002.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/5/3/5/4/1/e58ff98e-3e3c-4c2f-aba2-7cbbe36641f5.jpg","Rota Yapı Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-sancaktepe-emek-kiralik/daire/122732-636","44","29.000","04-03-2025","1 +
                          1","68 m²","5
                        Yaşında","6. Kat","Dorelife Sitesinde Eşyalı 1+1 Kiralık Daire 6.Kat Havuz Cephe","İstanbul / Sancaktepe / Emek Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/1/0/4/2/4/4/47ed3a5c-64c6-4f73-b966-e1ab0a503906.jpg","",""
"https://www.hepsiemlak.com/istanbul-maltepe-altaycesme-kiralik/daire/1158-2672","58","39.000","24-02-2025","3 +
                          1","95 m²","17
                        Yaşında","Giriş Katı","Altayçeşme Genç Bina Metroya 2dk Otoparklı Kombili Masrafsız 3+1","İstanbul / Maltepe / Altayçeşme Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/mimarlar-emlak-1158","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/1/8/3/2/4/4/3223ec2a-912e-4aee-934e-91da57e5a5d0.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/5/1/1/0/0/06420d65-921a-4e40-8757-1ac1b4e9d9b8.jpg","Mimarlar Emlak"
"https://www.hepsiemlak.com/istanbul-gaziosmanpasa-baglarbasi-kiralik/daire/60707-425","30","20.000","23-02-2025","1 +
                          1","56 m²","2
                        Yaşında","Ara Kat","Bağlarbaşı Mah. 7/b Vadi Evleri 6.Kısım Kiralık 56m2 Site İçi Daire 1+1 Ve 9.Arakat","İstanbul / Gaziosmanpaşa / Bağlarbaşı Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/gaziosmanpasa-emlak-danismanligi-60707","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/1/7/3/2/4/4/93385a85-b128-4ca5-a1ec-6f4eaca7d97d.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/0/7/0/6/0/2f2d07db-da5d-4a78-9adb-033aad5ffdc4.jpg","Gaziosmanpaşa Emlak Danışmanlığı"
"https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-kiralik/daire/116955-5334","57","110.000","23-02-2025","4 +
                          1","225 m²","40
                        Yaşında","2. Kat","Bağdat Caddesi Üzerinde Caddebostanda Kiralık Geniş 4 + 1 Daire","İstanbul / Kadıköy / Caddebostan Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/kw-fores-116955","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/7/5/3/2/4/4/1740296815-186617-44235721.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/5/9/6/1/1/0b69d413-2ac7-4813-bc3b-82f6fadb1143.jpeg","Kw Fores"
"https://www.hepsiemlak.com/istanbul-sisli-kustepe-kiralik/daire/140265-27","38","17.000","28-02-2025","Stüdyo","55 m²","4
                        Yaşında","Kot 1","Mecidiyeköy Merkezi Konumda Full Eşyalı 1+1 Kiralık Daire","İstanbul / Şişli / Kuştepe Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/3/7/6/3/2/4/4/faea1b02-1cc7-464b-8664-39b331fbd6a1.jpg","",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-halkali-merkez-kiralik/daire/111424-970","44","9.000","23-02-2025","3 +
                          1","100 m²","30
                        Yaşında","Bahçe Katı","Küçükçekmece Halkalı Metro İstasyonu 212 Avm Hayat Park Yakını Kiralık Bahçe Kat Daire","İstanbul / Küçükçekmece / Halkalı Merkez Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/8/6/3/2/4/4/1740318964524-44236810.jpg","",""
"https://www.hepsiemlak.com/istanbul-pendik-velibaba-kiralik/daire/0-44234299","21","26.000","22-02-2025","2 +
                          1","110 m²","11
                        Yaşında","4. Kat","Pendik Velibaba Mh Eşyasız Daire","İstanbul / Pendik / Velibaba Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/2/4/3/2/4/4/1740241324662-44234299.jpg","",""
