"img-link href","photo-count","list-view-price","list-view-date","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-header","list-view-location","img-wrp href","he-lazy-image src 2","listing-card--owner-info__firm-name","he-lazy-image src 3"
"https://www.hepsiemlak.com/istanbul-uskudar-valide-i-atik-kiralik/daire/42720-5946","35","30.000","27-02-2025","1 +
                          1","55 m²","Sıfır Bina","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","As Emlak'tan 1+1 Sıfır Bağlarbaşı Caddeye Yakın Giriş Kat Daire","İstanbul / Üsküdar / Valide-i Atik Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/2/4/5/2/4/4/7ee642bb-26cb-41a5-985a-399a9cf54162.jpg","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-merdivenkoy-kiralik/daire/23474-34212","36","38.000","28-02-2025","3 +
                          1","130 m²","35
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Fidan'dan Göztepe - Şair Arşi, Park Manzaralı, 3+1 İçi Yapılı","İstanbul / Kadıköy / Merdivenköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/fidan-emlak-23474","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/1/3/5/2/4/4/cba4135b-5e3b-430c-8831-67785c07b10d.jpg","Fidan Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/7/4/3/2/0/81a6f7bf-537f-4f87-b640-2d7d6401974a.jpg"
"https://www.hepsiemlak.com/istanbul-bayrampasa-altintepsi-kiralik/daire/124856-454","37","21.000","03-03-2025","2 +
                          1","75 m²","Sıfır Bina","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Bayrampaşa Altıntepsi 2+1 Sıfır Bahçeli Bahçe Katı Asansörlü Yerden Isıtma","İstanbul / Bayrampaşa / Altıntepsi Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/5/9/4/2/4/4/bb1ec423-9f17-474a-9d5a-fc7e72357132.jpg","",""
"https://www.hepsiemlak.com/istanbul-sisli-esentepe-kiralik/daire/1400-8073","60","32.000","03-03-2025","3 +
                          1","100 m²","63
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Esentepe Subay Evlerinde 3+1 Daire Fırsatı","İstanbul / Şişli / Esentepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/nezih-gayrimenkul-varlik-yonetimi-1400","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/5/3/4/2/4/4/00027760-add1-4a7c-b265-10047b24fe71.jpg","Nezih Gayrimenkul Varlık Yönetimi","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/0/4/1/0/0/67f9c4cb-e9b6-4ad2-8015-bd97cb514442.jpg"
"https://www.hepsiemlak.com/istanbul-pendik-yeni-kiralik/daire/132166-313","37","35.000","03-03-2025","2 +
                          1","105 m²","11
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık 2+1 Marmaraya Yakın Ön Cephede 95m2 Daire","İstanbul / Pendik / Yeni Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-pendik-amiral-132166","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/5/6/3/2/4/4/e5678a71-e0a6-4b81-a7b5-e87d8e82c9bf.jpg","Turyap Pendik Amiral","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/6/1/2/3/1/79654367-735c-4a4b-8254-67c4379f150a.jpg"
"https://www.hepsiemlak.com/istanbul-buyukcekmece-cumhuriyet-kiralik/daire/124862-1134","60","55.000","03-03-2025","3 +
                          1","178 m²","1
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Büyükçekmece Prestige Evleri Full Eşyalı Mükemmel 3+1 Daire","İstanbul / Büyükçekmece / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/akin-gayrimenkul-124862","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/1/2/3/2/4/4/c74de44b-dd11-4384-8ac4-ce5d47fb7110.jpg","Akın Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/6/8/4/2/1/c69d48b8-d623-4613-9945-957799c4ca32.jpg"
"https://www.hepsiemlak.com/istanbul-sisli-halide-edip-adivar-kiralik/daire/104642-2672","40","55.000","03-03-2025","2 +
                          1","140 m²","11
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Şişli Bomonti  2+1 Kiralık Daire Cadde Üzeri Modern Tasarım","İstanbul / Şişli / Halide Edip Adıvar Mah.","https://www.hepsiemlak.com/emlak-ofisi/realtyone-property-management-104642","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/5/3/5/1/4/4/89d4e98e-ccc5-4c01-ac38-4391342fc0d9.jpg","Realtyone Property Management","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/4/6/4/0/1/2f8a8129-2cfb-4bdb-a379-651cd2cc8528.jpg"
"https://www.hepsiemlak.com/istanbul-bagcilar-yildiztepe-kiralik/daire/85708-3590","35","20.000","03-03-2025","2 +
                          1","80 m²","30
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Bağcılar Yıldıztepe Mah Kiralık 2+1 Daire 3.Arakat Masrafsız","İstanbul / Bağcılar / Yıldıztepe Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/3/7/3/1/4/4/9dd5ed20-8903-453d-b68f-e63920db6518.jpg","",""
"https://www.hepsiemlak.com/istanbul-besiktas-dikilitas-kiralik/daire/133395-234","21","34.000","02-03-2025","2 +
                          1","95 m²","30
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Beşiktaş Ihlamurdere Caddesinde 2+1, 3 Ayrı Oda Kullanım İmkanı.","İstanbul / Beşiktaş / Dikilitaş Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/2/8/2/1/4/4/1738420525-646934-44128249.jpeg","",""
"https://www.hepsiemlak.com/istanbul-maltepe-cevizli-kiralik/daire/39972-7054","44","31.000","03-03-2025","2 +
                          1","75 m²","Sıfır Bina","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Üçel Bostancı'dan Cevizli Marmary Yakın Ayrı Mutfak Kiralk 2+1!!","İstanbul / Maltepe / Cevizli Mah.","https://www.hepsiemlak.com/emlak-ofisi/ucel-gayrimenkul-yapi-39972","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/9/2/6/0/4/4/a2d2a678-57cb-47e5-b8be-e20616d5abfe.jpg","Üçel Gayrimenkul Yapı","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/7/9/9/3/0/472bda2d-d5d4-43ad-ba60-bfe4dba28510.jpeg"
"https://www.hepsiemlak.com/istanbul-cekmekoy-nisantepe-kiralik/daire/134985-1409","32","18.000","03-03-2025","1 +
                          1","55 m²","Sıfır Bina","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Çekmeköy Cadde Nişantepe Evleri 1+1 Kiralık Daire","İstanbul / Çekmeköy / Nişantepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-masal-134985","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/0/3/5/0/4/4/5487d914-244a-411e-9cc9-ac808b5e3f9a.jpg","Remax Masal","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/8/9/4/3/1/96a6bbe9-4b57-43d7-ad74-e9c26fcc8567.jpg"
"https://www.hepsiemlak.com/istanbul-fatih-koca-mustafapasa-kiralik/daire/35277-10611","60","12.000","03-03-2025","1 +
                          1","70 m²","40
                        Yaşında","Yarı Bodrum","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Evsen İnşaat'tan 242 Fatih Pamukçu Sokak 1+1 65m2 Yarı Bodrum Daire","İstanbul / Fatih / Koca Mustafapaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/evsen-insaat-ve-emlak-danismanligi-35277/nurgul-evsen-721765","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/0/2/7/4/0/4/4/c7827afa-e27f-417d-b881-82eda891b23a.jpg","Evsen İnşaat Ve Emlak Danışmanlığı","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/6/7/1/2/7/807e2b94-faa6-45cb-bc1e-42f60e25a8f9.jpg"
"https://www.hepsiemlak.com/istanbul-beykoz-merkez-kiralik/daire/139549-236","21","24.000","03-03-2025","2 +
                          1","100 m²","26
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Beykoz Merkez 2+1 Müstakil Girişli Tadılatlı Boyalı Temiz Kiralık Daire","İstanbul / Beykoz / Merkez Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/6/9/0/0/4/4/1736291124911-44009604.jpg","",""
"https://www.hepsiemlak.com/istanbul-uskudar-cengelkoy-kiralik/daire/28284-3757","47","100.000","27-02-2025","2 +
                          1","226 m²","13
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Çengelköy Mesa 2011'de Full Eşyalı, Oturuma Hazır 2+1 Çatı Dubleks","İstanbul / Üsküdar / Çengelköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/ac-gayrimenkul-28284/ayse-coskun-28284","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/1/6/0/0/4/4/a0de2279-3103-4dd0-8752-98b9bcfbbf71.jpg","Ac Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/4/8/2/8/2/0/66b48709-effa-4817-8763-2246442699ce.jpg"
"https://www.hepsiemlak.com/istanbul-maltepe-yali-kiralik/daire/5630-6380","58","30.000","03-03-2025","3 +
                          1","120 m²","40
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Maltepe Sahilde Yenilenmiş Balkonlu Arakat 3+1","İstanbul / Maltepe / Yalı Mah.","https://www.hepsiemlak.com/emlak-ofisi/kiziroglu-emlak-5630/mustafa-bey-emre-bey-5630","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/3/8/7/9/3/4/1735753108-232024-43978324.jpeg","Kiziroğlu Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/3/6/5/0/0/2fff45ef-b5c4-4d1c-b629-4e97b16a9a60.jpg"
"https://www.hepsiemlak.com/istanbul-kucukcekmece-istasyon-kiralik/daire/3450-665","33","27.000","28-02-2025","3 +
                          1","105 m²","3
                        Yaşında","1. Kat","","","","İstasyon Mahallesi Tunay Rezidans'ta 3+1 Kiralık Daire","İstanbul / Küçükçekmece / İstasyon Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/0/6/6/8/8/3/4/c1ce54bd-c47b-4928-aa14-ed8c1c2b51e8.jpeg","",""
"https://www.hepsiemlak.com/istanbul-uskudar-bulgurlu-kiralik/daire/120150-3074","40","55.000","28-02-2025","3 +
                          1","125 m²","Sıfır Bina","3. Kat","","","","F-L Emlaktan Bulgurlu Çağrı Metro Yakını 3+1 Ara Kat","İstanbul / Üsküdar / Bulgurlu Mah.","https://www.hepsiemlak.com/emlak-ofisi/f-l-emlak-120150/fatih-latif-2741998","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/0/0/8/8/3/4/b2bc9813-7faa-45e2-a4e7-2878e07f86b7.jpg","F-l Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/9/9/1/4/7/2/97544f00-ed93-41d7-b14d-0020d641f3a6.jpg"
"https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/4753-17363","42","90.000","27-02-2025","5 +
                          2","350 m²","26
                        Yaşında","2. Kat","","","","Florya’da Günyüzü Emlaktan Kiralık 5+2 Dubleks","İstanbul / Bakırköy / Şenlikköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/gunyuzu-emlak-4753","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/6/0/6/8/3/4/1734167278-072619-43860695.jpeg","Günyüzü Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/5/7/4/0/0/dcad7e63-a736-4c2a-b435-75c0cdbf45b6.jpg"
"https://www.hepsiemlak.com/istanbul-arnavutkoy-mustafa-kemal-pasa-kiralik/daire/144925-148","41","23.000","02-03-2025","2 +
                          1","85 m²","10
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ful Eşyalı Kiralık 2+1, Ara Kat Ful Manzaralı 10 Yıllı Yeni Binada Kiralık Daire","İstanbul / Arnavutköy / Mustafa Kemal Paşa Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/0/7/7/7/3/4/1737566370778-43777096.jpg","",""
"https://www.hepsiemlak.com/istanbul-besiktas-kultur-kiralik/daire/2845-4334","35","60.000","26-02-2025","3 +
                          1","125 m²","40
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Size Özel Etilerde,Akmerkeze Yakın, Balkonlu 3+1 Köşe","İstanbul / Beşiktaş / Kültür Mah.","https://www.hepsiemlak.com/emlak-ofisi/size-ozel-emlak-2845","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/7/3/0/7/3/4/98cfc87b-3fdc-4368-bef5-fcc0916721f6.jpg","Size Özel Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/4/8/2/0/0/63c823a2-c0a1-4e74-9952-1da69d9b8f09.jpg"
"https://www.hepsiemlak.com/istanbul-bahcelievler-yenibosna-merkez-kiralik/daire/81705-11062","46","25.000","01-03-2025","3 +
                          1","130 m²","30
                        Yaşında","2. Kat","","","","Merkez Mahallesi Öz Uzmanlar Sitesinde 3+1 Kiralık Daire","İstanbul / Bahçelievler / Yenibosna Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/aydinlar-emlak-insaat-81705","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/6/5/1/6/3/4/6a0bfe5a-4d95-46b7-9a4d-6a8ed6a34f29.jpg","Aydınlar Emlak & İnşaat","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/0/7/1/8/0/31052dba-63ee-4788-af30-416223dfe017.jpg"
"https://www.hepsiemlak.com/istanbul-bahcelievler-yenibosna-merkez-kiralik/daire/81705-11062","46","25.000","01-03-2025","3 +
                          1","130 m²","30
                        Yaşında","2. Kat","","","","Merkez Mahallesi Öz Uzmanlar Sitesinde 3+1 Kiralık Daire","İstanbul / Bahçelievler / Yenibosna Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/aydinlar-emlak-insaat-81705","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/0/7/1/8/0/31052dba-63ee-4788-af30-416223dfe017.jpg","Aydınlar Emlak & İnşaat",""
"https://www.hepsiemlak.com/istanbul-beyoglu-cihangir-kiralik/daire/141060-79","59","90.000","26-02-2025","3 +
                          1","200 m²","60
                        Yaşında","4. Kat","","","","Cihangirde Cihangir Caddesinde Kiralık Eşyalı Daire","İstanbul / Beyoğlu / Cihangir Mah.","https://www.hepsiemlak.com/emlak-ofisi/beyoglu-gayrimenkul-141060/ibrahim-atilan-3963295","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Beyoğlu Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/6/0/1/4/1/95d6647b-f8bc-4cfc-900a-1e0bd370826a.jpg"
"https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/52307-4025","38","25.000","03-03-2025","3 +
                          1","120 m²","25
                        Yaşında","2. Kat","","","","Koçmer Emlaktan  Mecidiyeköy Metro Metrobüse 15 Dakika Yürüme Mesafesinde Balkonlu ,Asansörlü Kiralı","İstanbul / Şişli / Gülbahar Mah.","https://www.hepsiemlak.com/emlak-ofisi/kocmer-emlak-52307/mehmet-koc-993162","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/2/6/1/3/9/9/5623e433-f3bc-4648-a0da-f876da1619c7.jpg","Koçmer Emlak",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-mimar-sinan-kiralik/daire/33208-5759","54","130.000","02-03-2025","3 +
                          1","156 m²","Sıfır Bina","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Diamond Dan Maya Kemer Evleri 2.Etapta Kiralık 3+1 Sıfır Bahçeli Daire","İstanbul / Eyüpsultan / Mimar Sinan Mah.","https://www.hepsiemlak.com/emlak-ofisi/diamond-proje-33208","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/6/2/0/2/2/4/fbf021a9-9f86-4871-8cfe-df76fd4784e7.jpg","Diamond Proje","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/0/2/3/3/0/321b027e-3779-4664-8030-ff733407c07f.jpg"
"https://www.hepsiemlak.com/istanbul-kartal-kordonboyu-kiralik/daire/36118-16378","40","135.000","03-03-2025","3 +
                          1","270 m²","5
                        Yaşında","21 ve üzeri","","","","Kartal İstmarina Yeni Eşyalı 3+1 Kiralık Daire İst Marina( 357 )","İstanbul / Kartal / Kordonboyu Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-joker-36118","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/0/5/2/0/2/4/bd80c362-92f7-4bbc-8a8f-9d61adc2ae33.jpg","Remax Joker","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/1/1/6/3/0/30481d84-8146-402a-ae41-9bed61014643.jpg"
"https://www.hepsiemlak.com/istanbul-bakirkoy-kartaltepe-kiralik/daire/6485-6294","55","45.000","01-03-2025","3 +
                          1","120 m²","30
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Bakırköy Kartaltepe'de ,Marmaraya Komşu, Balkonlu,120 M2, 3+1","İstanbul / Bakırköy / Kartaltepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/secretives-real-estate-arnavutkoy-6485/esra-caliskan-6485","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/6/7/1/7/1/4/3eb2aacc-1994-4617-90d4-75feee19b312.jpg","Secretıves Real Estate / Arnavutköy","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/istanbul-atasehir-ataturk-kiralik/daire/1770-23303","37","55.000","03-03-2025","3 +
                          1","150 m²","28
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ataşehir De Eşyalı Mobilyalı Kiralık Daire 3+1 150 M2 İçi Yenilenmiş","İstanbul / Ataşehir / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/atacity-emlak-1770","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/9/4/4/0/9/3/553d4b60-d57b-43e9-8301-f09641d9b7f4.jpg","Atacity Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/7/7/1/0/0/1a28a88e-9df7-4589-bc0a-68a6ab09d9ad.jpg"
"https://www.hepsiemlak.com/istanbul-avcilar-cihangir-kiralik/daire/19884-3","22","20.000","02-03-2025","3 +
                          1","170 m²","19
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Avcılar Tuşba Emlak'tan 3+1 160m2 Kiralık Daire","İstanbul / Avcılar / Cihangir Mah.","https://www.hepsiemlak.com/emlak-ofisi/tusba-emlak-19884","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/8/9/2/2/4/4/1740159960-469164-44229859.jpeg","Tuşba Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/8/8/9/1/0/d4a8e284-c2d6-46cf-be5c-5c77bc558d51.jpg"
"https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-kiralik/daire/6056-13682","22","57.000","03-03-2025","4 +
                          1","200 m²","15
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Bahçelievler Metroport Avm Arkası Site İçi Kiralık 4+1 Daire","İstanbul / Bahçelievler / Bahçelievler Mah.","https://www.hepsiemlak.com/emlak-ofisi/uzbilek-gayrimenkul-danismanlik-6056/uygar-aydin-6056","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/7/3/6/0/4/4/06c68d40-80ad-4ccc-a233-328b4b055da1.jpg","Uzbilek Gayrimenkul Danışmanlık","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/6/5/0/6/0/0/e2f34785-468b-41c0-884e-ed2aadbf1b84.jpg"
"https://www.hepsiemlak.com/istanbul-kagithane-telsizler-kiralik/daire/34488-5446","22","14.000","04-03-2025","1 +
                          1","60 m²","25
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Telsizler Mahallesinde Kiralık Daire","İstanbul / Kağıthane / Telsizler Mah.","https://www.hepsiemlak.com/emlak-ofisi/ivem-gayrimenkul-34488","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/4/5/0/2/4/4/99d6eb35-a410-444b-a986-646b4919f525.jpg","İvem Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/8/4/4/3/0/4649b2de-9921-4914-9032-b8ec5d593f61.jpg"
"https://www.hepsiemlak.com/istanbul-esenyurt-selahaddin-eyyubi-kiralik/daire/111753-2258","14","10.000","26-02-2025","2 +
                          1","100 m²","2
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sima Yapı'dan Giriş Emsalinde Bahçe Kullanımlı 2+1 Kiralık Daire","İstanbul / Esenyurt / Selahaddin Eyyubi Mah.","https://www.hepsiemlak.com/emlak-ofisi/sima-yapi-gayrimenkul-111753","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/0/1/5/2/4/4/5b6d92d2-09f2-4ca7-b60e-1c9944e7b48b.jpg","Sima Yapı Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/5/7/1/1/1/28b4ec42-9868-4728-9d00-7b06feaf5041.jpg"
"https://www.hepsiemlak.com/istanbul-sisli-merkez-kiralik/daire/61827-1891","25","45.000","03-03-2025","2 +
                          1","100 m²","35
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Şişli Merkezde Eşyalı 2+1 Asansörlü Kiralık Daire","İstanbul / Şişli / Merkez Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/4/2/7/2/4/4/aaa39867-ac3c-42de-bcdc-a2a3c572034d.jpg","",""
"https://www.hepsiemlak.com/istanbul-besiktas-dikilitas-kiralik/daire/3147-3121","25","30.000","03-03-2025","1 +
                          1","80 m²","10
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Dikilitas Darphanede Teras Bahçeli Mobilyali 1+1","İstanbul / Beşiktaş / Dikilitaş Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/3/0/7/2/4/4/1740984157620-44270322.jpg","",""
"https://www.hepsiemlak.com/istanbul-arnavutkoy-hadimkoy-kiralik/daire/30863-9570","31","21.000","04-03-2025","3 +
                          1","110 m²","Sıfır Bina","1. Kat","","","","Havalimanı Yakını Hadımköyde Kiralık 3+1 100m2 1.2.Katlarda Sıfır Lux Daireler","İstanbul / Arnavutköy / Hadımköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/rekar-gayrimenkul-30863/yakup-kartal-30863","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/3/9/3/4/3/4/41a70a74-d5b2-4eb9-8702-abb01e38b737.jpg","Re/kar Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/6/8/0/3/0/84e2048c-c5ff-484c-9857-bd70ccc3271f.jpg"
"https://www.hepsiemlak.com/istanbul-besiktas-turkali-kiralik/daire/7609-3758","16","42.000","02-03-2025","2 +
                          1","70 m²","4
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Beşiktaş Abbasağan'da 2+1 Kombili Yeni Binada Arakat Tertemiz","İstanbul / Beşiktaş / Türkali Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/0/7/1/1/4/4/cc4ec6d0-3f79-4f98-ba02-f483aa66a779.jpg","",""
"https://www.hepsiemlak.com/istanbul-arnavutkoy-nenehatun-kiralik/daire/123997-166","16","14.100","03-03-2025","2 +
                          1","100 m²","20
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Arnavutköy Nenehatun Mah Kiralık 2+1 Ara Kat Daire","İstanbul / Arnavutköy / Nenehatun Mah.","https://www.hepsiemlak.com/emlak-ofisi/ulug-gayrimenkul-123997","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/0/3/0/9/0/4/4/1737724901-16341-44090300.jpeg","Uluğ Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/9/9/3/2/1/3d850375-1e43-405d-a4cd-bac8b8412ee7.jpg"
