id,gender,age,height,weight,bmr,activity_level,tdee
2201,Male,62,182,84,1672.5,Lightly Active,2299.6875
2202,Female,61,166,54,1111.5,Lightly Active,1528.3125
2203,Male,44,168,71,1545.0,Super Active,2935.5
2204,Male,53,189,87,1791.25,Very Active,3089.90625
2205,Male,40,167,93,1778.75,Lightly Active,2445.78125
2206,Male,49,199,65,1653.75,Lightly Active,2273.90625
2207,Male,27,164,78,1675.0,Sedentary,2010.0
2208,Female,28,169,65,1405.25,Moderately Active,2178.1375000000003
2209,Female,55,157,66,1205.25,Sedentary,1446.3
2210,Male,23,174,72,1697.5,Moderately Active,2631.125
2211,Male,58,184,76,1625.0,Lightly Active,2234.375
2212,Male,64,177,71,1501.25,Moderately Active,2326.9375
2213,Female,51,152,75,1284.0,Sedentary,1540.8
2214,Male,53,201,83,1826.25,Sedentary,2191.5
2215,Female,54,177,63,1305.25,Very Active,2251.55625
2216,Female,34,154,68,1311.5,Super Active,2491.85
2217,Female,57,175,61,1257.75,Very Active,2169.61875
2218,Male,57,162,67,1402.5,Lightly Active,1928.4375
2219,Female,29,180,50,1319.0,Moderately Active,2044.45
2220,Male,38,185,91,1881.25,Sedentary,2257.5
2221,Female,57,156,75,1279.0,Sedentary,1534.8
2222,Male,36,203,62,1713.75,Sedentary,2056.5
2223,Female,20,158,62,1346.5,Sedentary,1615.8
2224,Male,35,206,74,1857.5,Lightly Active,2554.0625
2225,Female,36,184,54,1349.0,Super Active,2563.1
2226,Male,64,195,62,1523.75,Very Active,2628.46875
2227,Male,23,180,74,1755.0,Very Active,3027.375
2228,Male,33,200,96,2050.0,Sedentary,2460.0
2229,Male,25,207,80,1973.75,Sedentary,2368.5
2230,Female,65,180,77,1409.0,Moderately Active,2183.9500000000003
2231,Female,35,183,69,1497.75,Sedentary,1797.3
2232,Male,65,195,99,1888.75,Very Active,3258.09375
2233,Female,60,176,57,1209.0,Moderately Active,1873.95
2234,Male,56,200,77,1745.0,Moderately Active,2704.75
2235,Male,29,185,76,1776.25,Sedentary,2131.5
2236,Female,62,162,69,1231.5,Moderately Active,1908.825
2237,Male,27,177,85,1826.25,Super Active,3469.875
2238,Male,24,174,81,1782.5,Sedentary,2139.0
2239,Female,63,183,73,1397.75,Super Active,2655.725
2240,Male,18,165,94,1886.25,Sedentary,2263.5
2241,Male,53,202,70,1702.5,Super Active,3234.75
2242,Male,38,190,86,1862.5,Sedentary,2235.0
2243,Male,54,187,93,1833.75,Very Active,3163.21875
2244,Female,41,189,50,1315.25,Sedentary,1578.3
2245,Female,42,183,60,1372.75,Very Active,2367.99375
2246,Female,24,160,78,1499.0,Lightly Active,2061.125
2247,Male,59,176,76,1570.0,Lightly Active,2158.75
2248,Male,34,208,65,1785.0,Sedentary,2142.0
2249,Female,46,184,73,1489.0,Very Active,2568.525
2250,Male,47,209,64,1716.25,Very Active,2960.53125
2251,Male,24,195,77,1873.75,Moderately Active,2904.3125
2252,Male,50,190,84,1782.5,Moderately Active,2762.875
2253,Male,24,206,69,1862.5,Super Active,3538.75
2254,Female,41,173,54,1255.25,Moderately Active,1945.6375
2255,Female,28,184,62,1469.0,Sedentary,1762.8
2256,Female,26,159,59,1292.75,Moderately Active,2003.7625
2257,Male,29,162,69,1562.5,Moderately Active,2421.875
2258,Female,52,161,53,1115.25,Sedentary,1338.3
2259,Female,21,178,53,1376.5,Sedentary,1651.8
2260,Male,53,166,73,1507.5,Super Active,2864.25
2261,Male,45,171,67,1518.75,Very Active,2619.84375
2262,Female,30,175,50,1282.75,Moderately Active,1988.2625
2263,Female,40,186,58,1381.5,Lightly Active,1899.5625
2264,Female,36,181,75,1540.25,Very Active,2656.93125
2265,Female,59,187,68,1392.75,Sedentary,1671.3
2266,Male,54,173,98,1796.25,Moderately Active,2784.1875
2267,Female,56,157,64,1180.25,Super Active,2242.475
2268,Female,41,166,58,1251.5,Lightly Active,1720.8125
2269,Male,33,162,64,1492.5,Very Active,2574.5625
2270,Female,50,171,77,1427.75,Moderately Active,2213.0125000000003
2271,Male,29,188,64,1675.0,Sedentary,2010.0
2272,Male,51,165,67,1451.25,Very Active,2503.40625
2273,Male,24,208,64,1825.0,Lightly Active,2509.375
2274,Female,28,155,50,1167.75,Sedentary,1401.3
2275,Female,48,167,75,1392.75,Lightly Active,1915.03125
2276,Male,46,173,68,1536.25,Moderately Active,2381.1875
2277,Female,30,186,65,1501.5,Very Active,2590.0875
2278,Female,48,187,54,1307.75,Super Active,2484.725
2279,Male,19,172,81,1795.0,Moderately Active,2782.25
2280,Male,56,186,80,1687.5,Moderately Active,2615.625
2281,Female,32,189,58,1440.25,Super Active,2736.475
2282,Male,28,204,60,1740.0,Super Active,3306.0
2283,Female,51,155,68,1232.75,Sedentary,1479.3
2284,Female,56,151,65,1152.75,Lightly Active,1585.03125
2285,Female,21,165,52,1285.25,Moderately Active,1992.1375
2286,Female,28,150,53,1166.5,Sedentary,1399.8
2287,Male,46,207,85,1918.75,Sedentary,2302.5
2288,Male,19,183,71,1763.75,Moderately Active,2733.8125
2289,Male,33,188,72,1735.0,Lightly Active,2385.625
2290,Male,56,162,72,1457.5,Super Active,2769.25
2291,Female,30,165,72,1440.25,Moderately Active,2232.3875000000003
2292,Female,54,166,64,1246.5,Lightly Active,1713.9375
2293,Male,34,209,90,2041.25,Super Active,3878.375
2294,Female,38,167,54,1232.75,Very Active,2126.49375
2295,Female,61,171,79,1392.75,Moderately Active,2158.7625000000003
2296,Female,36,171,74,1467.75,Moderately Active,2275.0125000000003
2297,Male,24,208,93,2115.0,Lightly Active,2908.125
2298,Male,55,191,75,1673.75,Sedentary,2008.5
2299,Male,25,201,90,2036.25,Sedentary,2443.5
2300,Female,30,176,68,1469.0,Lightly Active,2019.875
2301,Male,54,197,98,1946.25,Moderately Active,3016.6875
2302,Male,19,194,67,1792.5,Moderately Active,2778.375
2303,Male,58,210,67,1697.5,Moderately Active,2631.125
2304,Male,28,166,93,1832.5,Very Active,3161.0625
2305,Male,41,204,74,1815.0,Sedentary,2178.0
2306,Male,23,172,64,1605.0,Very Active,2768.625
2307,Female,43,179,52,1262.75,Moderately Active,1957.2625
2308,Female,24,161,73,1455.25,Sedentary,1746.3
2309,Male,56,173,68,1486.25,Moderately Active,2303.6875
2310,Male,36,188,88,1880.0,Moderately Active,2914.0
2311,Female,23,179,62,1462.75,Lightly Active,2011.28125
2312,Female,60,167,69,1272.75,Sedentary,1527.3
2313,Male,46,183,78,1698.75,Moderately Active,2633.0625
2314,Male,60,160,72,1425.0,Super Active,2707.5
2315,Male,56,207,99,2008.75,Super Active,3816.625
2316,Male,19,169,75,1716.25,Moderately Active,2660.1875
2317,Female,36,156,71,1344.0,Lightly Active,1848.0
2318,Male,21,195,64,1758.75,Moderately Active,2726.0625
2319,Male,23,168,92,1860.0,Super Active,3534.0
2320,Male,54,173,78,1596.25,Sedentary,1915.5
2321,Male,45,195,78,1778.75,Lightly Active,2445.78125
2322,Female,47,167,56,1207.75,Moderately Active,1872.0125
2323,Female,24,163,61,1347.75,Super Active,2560.725
2324,Female,26,172,60,1384.0,Sedentary,1660.8
2325,Male,42,194,96,1967.5,Super Active,3738.25
2326,Male,50,166,81,1602.5,Lightly Active,2203.4375
2327,Female,18,154,75,1461.5,Very Active,2521.0875
2328,Male,23,194,75,1852.5,Moderately Active,2871.375
2329,Male,35,161,94,1776.25,Sedentary,2131.5
2330,Female,27,161,57,1280.25,Lightly Active,1760.34375
2331,Female,45,167,60,1257.75,Lightly Active,1729.40625
2332,Female,28,185,70,1555.25,Very Active,2682.80625
2333,Female,50,180,67,1384.0,Very Active,2387.4
2334,Male,18,198,98,2132.5,Moderately Active,3305.375
2335,Male,30,177,77,1731.25,Moderately Active,2683.4375
2336,Female,54,185,55,1275.25,Lightly Active,1753.46875
2337,Male,37,177,81,1736.25,Moderately Active,2691.1875
2338,Female,18,172,69,1514.0,Moderately Active,2346.7000000000003
2339,Female,20,183,61,1492.75,Very Active,2574.99375
2340,Male,35,171,77,1668.75,Lightly Active,2294.53125
2341,Female,58,170,52,1131.5,Super Active,2149.85
2342,Male,31,180,80,1775.0,Super Active,3372.5
2343,Male,48,185,94,1861.25,Sedentary,2233.5
2344,Male,44,167,96,1788.75,Very Active,3085.59375
2345,Male,34,189,89,1906.25,Sedentary,2287.5
2346,Female,63,190,71,1421.5,Lightly Active,1954.5625
2347,Male,46,161,92,1701.25,Super Active,3232.375
2348,Female,53,181,65,1355.25,Super Active,2574.975
2349,Female,54,163,77,1357.75,Super Active,2579.725
2350,Female,43,173,71,1415.25,Sedentary,1698.3
2351,Female,34,188,59,1434.0,Moderately Active,2222.7000000000003
2352,Male,39,165,62,1461.25,Sedentary,1753.5
2353,Male,42,182,83,1762.5,Super Active,3348.75
2354,Female,19,174,63,1461.5,Very Active,2521.0875
2355,Female,39,158,69,1321.5,Very Active,2279.5875
2356,Male,22,202,91,2067.5,Sedentary,2481.0
2357,Female,21,184,71,1594.0,Sedentary,1912.8
2358,Male,53,167,89,1673.75,Lightly Active,2301.40625
2359,Female,23,166,64,1401.5,Sedentary,1681.8
2360,Male,38,172,77,1660.0,Sedentary,1992.0
2361,Female,30,150,76,1386.5,Super Active,2634.35
2362,Female,54,158,51,1066.5,Moderately Active,1653.075
2363,Male,42,166,64,1472.5,Super Active,2797.75
2364,Female,43,181,67,1425.25,Moderately Active,2209.1375000000003
2365,Female,56,177,51,1175.25,Super Active,2232.975
2366,Male,37,174,68,1587.5,Super Active,3016.25
2367,Female,50,157,57,1140.25,Lightly Active,1567.84375
2368,Male,31,182,73,1717.5,Moderately Active,2662.125
2369,Male,53,207,72,1753.75,Super Active,3332.125
2370,Female,34,172,69,1434.0,Super Active,2724.6
2371,Female,38,159,53,1172.75,Moderately Active,1817.7625
2372,Female,63,186,59,1276.5,Lightly Active,1755.1875
2373,Female,33,174,59,1351.5,Moderately Active,2094.8250000000003
2374,Female,63,182,76,1421.5,Lightly Active,1954.5625
2375,Female,33,153,79,1420.25,Lightly Active,1952.84375
2376,Female,37,156,52,1149.0,Very Active,1982.025
2377,Male,46,176,93,1805.0,Lightly Active,2481.875
2378,Female,45,151,53,1087.75,Very Active,1876.36875
2379,Male,25,197,89,2001.25,Sedentary,2401.5
2380,Female,41,154,59,1186.5,Lightly Active,1631.4375
2381,Female,20,166,56,1336.5,Moderately Active,2071.5750000000003
2382,Male,42,186,90,1857.5,Very Active,3204.1875
2383,Female,36,161,72,1385.25,Sedentary,1662.3
2384,Female,50,184,61,1349.0,Sedentary,1618.8
2385,Male,19,165,88,1821.25,Lightly Active,2504.21875
2386,Female,32,170,62,1361.5,Moderately Active,2110.3250000000003
2387,Female,39,151,57,1157.75,Lightly Active,1591.90625
2388,Female,27,170,76,1526.5,Super Active,2900.35
2389,Male,35,199,90,1973.75,Sedentary,2368.5
2390,Female,39,160,50,1144.0,Super Active,2173.6
2391,Female,63,159,80,1317.75,Super Active,2503.725
2392,Female,44,167,65,1312.75,Very Active,2264.49375
2393,Female,30,172,68,1444.0,Super Active,2743.6
2394,Male,50,206,75,1792.5,Sedentary,2151.0
2395,Male,22,185,82,1871.25,Sedentary,2245.5
2396,Female,43,151,70,1267.75,Moderately Active,1965.0125
2397,Female,30,188,75,1614.0,Lightly Active,2219.25
2398,Male,44,187,87,1823.75,Moderately Active,2826.8125
2399,Male,31,201,86,1966.25,Moderately Active,3047.6875
2400,Female,41,188,78,1589.0,Lightly Active,2184.875
2401,Male,20,177,97,1981.25,Sedentary,2377.5
2402,Female,64,175,64,1252.75,Very Active,2160.99375
2403,Male,47,170,65,1482.5,Super Active,2816.75
2404,Male,52,172,84,1660.0,Very Active,2863.5
2405,Male,65,210,72,1712.5,Super Active,3253.75
2406,Male,31,183,92,1913.75,Lightly Active,2631.40625
2407,Female,29,180,72,1539.0,Lightly Active,2116.125
2408,Male,45,164,84,1645.0,Moderately Active,2549.75
2409,Male,61,194,73,1642.5,Lightly Active,2258.4375
2410,Female,46,172,73,1414.0,Super Active,2686.6
2411,Male,60,172,100,1780.0,Very Active,3070.5
2412,Male,34,164,97,1830.0,Very Active,3156.75
2413,Female,57,184,51,1214.0,Very Active,2094.15
2414,Male,38,173,77,1666.25,Very Active,2874.28125
2415,Female,40,181,64,1410.25,Moderately Active,2185.8875000000003
2416,Female,37,179,69,1462.75,Very Active,2523.24375
2417,Female,28,164,67,1394.0,Super Active,2648.6
2418,Female,51,163,61,1212.75,Moderately Active,1879.7625
2419,Male,27,199,76,1873.75,Moderately Active,2904.3125
2420,Female,27,171,66,1432.75,Moderately Active,2220.7625000000003
2421,Male,60,204,91,1890.0,Lightly Active,2598.75
2422,Male,23,164,82,1735.0,Moderately Active,2689.25
2423,Male,53,188,79,1705.0,Super Active,3239.5
2424,Male,41,181,61,1541.25,Very Active,2658.65625
2425,Male,29,208,80,1960.0,Lightly Active,2695.0
2426,Male,60,162,71,1427.5,Very Active,2462.4375
2427,Male,40,187,86,1833.75,Sedentary,2200.5
2428,Male,44,197,69,1706.25,Lightly Active,2346.09375
2429,Male,62,173,67,1446.25,Super Active,2747.875
2430,Male,54,206,80,1822.5,Lightly Active,2505.9375
2431,Female,23,187,71,1602.75,Moderately Active,2484.2625000000003
2432,Female,18,167,52,1312.75,Lightly Active,1805.03125
2433,Female,23,168,57,1344.0,Moderately Active,2083.2000000000003
2434,Male,39,168,71,1570.0,Very Active,2708.25
2435,Female,58,184,68,1379.0,Lightly Active,1896.125
2436,Female,41,154,80,1396.5,Lightly Active,1920.1875
2437,Female,42,184,64,1419.0,Super Active,2696.1
2438,Male,32,165,71,1586.25,Sedentary,1903.5
2439,Male,43,160,68,1470.0,Lightly Active,2021.25
2440,Male,25,184,89,1920.0,Very Active,3312.0
2441,Male,41,175,65,1543.75,Moderately Active,2392.8125
2442,Female,65,177,68,1300.25,Very Active,2242.93125
2443,Female,55,174,75,1401.5,Super Active,2662.85
2444,Female,23,182,59,1451.5,Lightly Active,1995.8125
2445,Female,52,166,77,1386.5,Sedentary,1663.8
2446,Male,59,162,87,1592.5,Sedentary,1911.0
2447,Male,18,196,88,2020.0,Lightly Active,2777.5
2448,Male,63,176,95,1740.0,Sedentary,2088.0
2449,Female,53,151,57,1087.75,Very Active,1876.36875
2450,Male,29,197,80,1891.25,Moderately Active,2931.4375
2451,Male,55,160,97,1700.0,Lightly Active,2337.5
2452,Female,28,174,68,1466.5,Moderately Active,2273.0750000000003
2453,Female,29,186,51,1366.5,Sedentary,1639.8
2454,Male,59,206,63,1627.5,Super Active,3092.25
2455,Male,56,198,100,1962.5,Moderately Active,3041.875
2456,Male,24,178,74,1737.5,Super Active,3301.25
2457,Male,28,189,82,1866.25,Very Active,3219.28125
2458,Male,53,202,100,2002.5,Super Active,3804.75
2459,Male,48,173,65,1496.25,Moderately Active,2319.1875
2460,Female,50,186,67,1421.5,Moderately Active,2203.3250000000003
2461,Female,30,168,78,1519.0,Lightly Active,2088.625
2462,Female,35,172,56,1299.0,Super Active,2468.1
2463,Male,58,186,89,1767.5,Very Active,3048.9375
2464,Female,41,155,68,1282.75,Lightly Active,1763.78125
2465,Male,26,168,89,1815.0,Lightly Active,2495.625
2466,Male,48,200,67,1685.0,Very Active,2906.625
2467,Female,58,179,79,1457.75,Lightly Active,2004.40625
2468,Male,27,171,94,1878.75,Very Active,3240.84375
2469,Male,19,169,85,1816.25,Sedentary,2179.5
2470,Female,55,177,69,1360.25,Lightly Active,1870.34375
2471,Female,32,174,67,1436.5,Moderately Active,2226.5750000000003
2472,Female,20,182,74,1616.5,Sedentary,1939.8
2473,Male,60,200,70,1655.0,Lightly Active,2275.625
2474,Female,48,163,64,1257.75,Very Active,2169.61875
2475,Female,23,160,70,1424.0,Sedentary,1708.8
2476,Male,20,161,93,1841.25,Sedentary,2209.5
2477,Female,28,179,53,1347.75,Moderately Active,2089.0125000000003
2478,Female,32,179,62,1417.75,Lightly Active,1949.40625
2479,Female,62,153,54,1025.25,Lightly Active,1409.71875
2480,Male,45,187,64,1588.75,Very Active,2740.59375
2481,Male,27,180,72,1715.0,Sedentary,2058.0
2482,Male,55,167,71,1483.75,Moderately Active,2299.8125
2483,Male,64,169,60,1341.25,Very Active,2313.65625
2484,Female,24,158,59,1296.5,Very Active,2236.4625
2485,Male,32,209,88,2031.25,Moderately Active,3148.4375
2486,Male,35,169,98,1866.25,Lightly Active,2566.09375
2487,Female,35,186,61,1436.5,Moderately Active,2226.5750000000003
2488,Female,58,163,55,1117.75,Lightly Active,1536.90625
2489,Female,41,168,76,1444.0,Super Active,2743.6
2490,Male,19,178,87,1892.5,Sedentary,2271.0
2491,Male,57,192,98,1900.0,Moderately Active,2945.0
2492,Male,37,163,64,1478.75,Very Active,2550.84375
2493,Female,51,152,61,1144.0,Lightly Active,1573.0
2494,Female,60,152,62,1109.0,Sedentary,1330.8
2495,Male,43,171,83,1688.75,Sedentary,2026.5
2496,Female,24,182,79,1646.5,Moderately Active,2552.0750000000003
2497,Female,55,186,66,1386.5,Very Active,2391.7125
2498,Female,47,177,69,1400.25,Moderately Active,2170.3875000000003
2499,Male,59,165,60,1341.25,Very Active,2313.65625
2500,Female,22,165,68,1440.25,Super Active,2736.475
2501,Female,28,164,54,1264.0,Moderately Active,1959.2
2502,Male,18,161,90,1821.25,Lightly Active,2504.21875
2503,Male,51,189,79,1721.25,Moderately Active,2667.9375
2504,Female,18,168,57,1369.0,Moderately Active,2121.9500000000003
2505,Female,36,178,79,1561.5,Super Active,2966.85
2506,Male,19,201,77,1936.25,Super Active,3678.875
2507,Male,38,193,93,1951.25,Moderately Active,3024.4375
2508,Female,37,156,70,1329.0,Very Active,2292.525
2509,Female,40,176,65,1389.0,Super Active,2639.1
2510,Female,38,168,76,1459.0,Super Active,2772.1
2511,Female,41,166,68,1351.5,Very Active,2331.3375
2512,Male,21,188,98,2055.0,Sedentary,2466.0
2513,Female,29,160,59,1284.0,Super Active,2439.6
2514,Female,39,154,65,1256.5,Super Active,2387.35
2515,Male,37,171,95,1838.75,Very Active,3171.84375
2516,Female,35,161,52,1190.25,Very Active,2053.18125
2517,Male,18,208,63,1845.0,Moderately Active,2859.75
2518,Female,47,159,57,1167.75,Moderately Active,1810.0125
2519,Female,50,177,69,1385.25,Sedentary,1662.3
2520,Male,41,205,78,1861.25,Sedentary,2233.5
2521,Male,31,205,85,1981.25,Sedentary,2377.5
2522,Female,53,162,76,1346.5,Lightly Active,1851.4375
2523,Female,22,154,60,1291.5,Very Active,2227.8375
2524,Female,28,157,78,1460.25,Super Active,2774.475
2525,Male,41,164,99,1815.0,Very Active,3130.875
2526,Female,48,154,69,1251.5,Very Active,2158.8375
2527,Male,30,207,88,2028.75,Sedentary,2434.5
2528,Male,33,175,84,1773.75,Very Active,3059.71875
2529,Female,41,164,70,1359.0,Lightly Active,1868.625
2530,Male,30,186,62,1637.5,Super Active,3111.25
2531,Female,41,178,56,1306.5,Sedentary,1567.8
2532,Female,43,174,60,1311.5,Moderately Active,2032.825
2533,Female,19,155,66,1372.75,Super Active,2608.225
2534,Female,33,160,74,1414.0,Moderately Active,2191.7000000000003
2535,Female,55,166,67,1271.5,Moderately Active,1970.825
2536,Male,63,202,77,1722.5,Very Active,2971.3125
2537,Male,18,206,99,2192.5,Super Active,4165.75
2538,Female,28,151,62,1262.75,Lightly Active,1736.28125
2539,Female,52,185,78,1515.25,Very Active,2613.80625
2540,Male,60,171,66,1433.75,Moderately Active,2222.3125
2541,Male,46,174,69,1552.5,Super Active,2949.75
2542,Male,54,187,78,1683.75,Very Active,2904.46875
2543,Male,34,197,74,1806.25,Super Active,3431.875
2544,Female,56,190,56,1306.5,Sedentary,1567.8
2545,Female,59,152,52,1014.0,Lightly Active,1394.25
2546,Male,45,168,96,1790.0,Lightly Active,2461.25
2547,Female,46,167,57,1222.75,Lightly Active,1681.28125
2548,Male,60,205,91,1896.25,Moderately Active,2939.1875
2549,Female,20,174,65,1476.5,Moderately Active,2288.5750000000003
2550,Male,27,210,86,2042.5,Lightly Active,2808.4375
2551,Female,59,179,70,1362.75,Super Active,2589.225
2552,Male,31,193,69,1746.25,Sedentary,2095.5
2553,Male,29,163,99,1868.75,Moderately Active,2896.5625
2554,Female,64,180,50,1144.0,Very Active,1973.4
2555,Male,59,197,65,1591.25,Very Active,2744.90625
2556,Female,47,184,65,1404.0,Moderately Active,2176.2000000000003
2557,Female,49,162,50,1106.5,Lightly Active,1521.4375
2558,Male,49,178,69,1562.5,Super Active,2968.75
2559,Female,59,185,63,1330.25,Sedentary,1596.3
2560,Female,49,167,79,1427.75,Very Active,2462.86875
2561,Female,43,154,56,1146.5,Moderately Active,1777.075
2562,Female,18,163,72,1487.75,Super Active,2826.725
2563,Female,59,174,52,1151.5,Lightly Active,1583.3125
2564,Male,19,189,84,1931.25,Sedentary,2317.5
2565,Female,34,161,78,1455.25,Sedentary,1746.3
2566,Female,47,189,71,1495.25,Very Active,2579.30625
2567,Female,56,177,65,1315.25,Very Active,2268.80625
2568,Female,24,184,78,1649.0,Moderately Active,2555.9500000000003
2569,Female,44,150,55,1106.5,Sedentary,1327.8
2570,Male,26,206,68,1842.5,Lightly Active,2533.4375
2571,Female,39,156,78,1399.0,Lightly Active,1923.625
2572,Male,51,185,63,1536.25,Moderately Active,2381.1875
2573,Male,63,162,63,1332.5,Sedentary,1599.0
2574,Male,18,182,85,1902.5,Very Active,3281.8125
2575,Male,26,170,93,1867.5,Lightly Active,2567.8125
2576,Female,37,159,61,1257.75,Super Active,2389.725
2577,Male,36,209,74,1871.25,Moderately Active,2900.4375
2578,Male,53,195,91,1868.75,Lightly Active,2569.53125
2579,Female,57,181,69,1375.25,Super Active,2612.975
2580,Female,62,173,72,1330.25,Super Active,2527.475
2581,Female,21,171,54,1342.75,Lightly Active,1846.28125
2582,Male,26,172,82,1770.0,Moderately Active,2743.5
2583,Female,58,189,55,1280.25,Super Active,2432.475
2584,Female,39,176,50,1244.0,Super Active,2363.6
2585,Male,35,164,100,1855.0,Sedentary,2226.0
2586,Female,29,158,54,1221.5,Sedentary,1465.8
2587,Female,59,162,55,1106.5,Sedentary,1327.8
2588,Female,60,151,71,1192.75,Super Active,2266.225
2589,Female,56,185,70,1415.25,Super Active,2688.975
2590,Male,26,167,61,1528.75,Moderately Active,2369.5625
2591,Female,23,160,60,1324.0,Very Active,2283.9
2592,Female,36,183,64,1442.75,Sedentary,1731.3
2593,Male,65,183,84,1663.75,Very Active,2869.96875
2594,Female,64,153,64,1115.25,Sedentary,1338.3
2595,Male,24,210,93,2127.5,Sedentary,2553.0
2596,Female,33,174,66,1421.5,Moderately Active,2203.3250000000003
2597,Male,22,181,83,1856.25,Moderately Active,2877.1875
2598,Male,33,193,62,1666.25,Lightly Active,2291.09375
2599,Male,18,209,74,1961.25,Sedentary,2353.5
2600,Male,54,210,62,1667.5,Sedentary,2001.0
2601,Female,56,168,56,1169.0,Sedentary,1402.8
2602,Male,36,162,69,1527.5,Moderately Active,2367.625
2603,Female,54,189,76,1510.25,Sedentary,1812.3
2604,Male,34,173,81,1726.25,Lightly Active,2373.59375
2605,Male,43,200,73,1770.0,Super Active,3363.0
2606,Male,39,167,68,1533.75,Lightly Active,2108.90625
2607,Female,25,176,78,1594.0,Super Active,3028.6
2608,Male,50,175,67,1518.75,Moderately Active,2354.0625
2609,Female,19,164,77,1539.0,Very Active,2654.775
2610,Female,47,172,75,1429.0,Moderately Active,2214.9500000000003
2611,Female,64,152,64,1109.0,Very Active,1913.025
2612,Female,37,167,50,1197.75,Super Active,2275.725
2613,Female,35,175,70,1457.75,Very Active,2514.61875
2614,Female,60,155,69,1197.75,Super Active,2275.725
2615,Female,27,166,70,1441.5,Very Active,2486.5875
2616,Female,41,187,74,1542.75,Super Active,2931.225
2617,Female,21,176,80,1634.0,Very Active,2818.65
2618,Male,54,205,69,1706.25,Super Active,3241.875
2619,Male,21,163,73,1648.75,Lightly Active,2267.03125
2620,Male,30,163,93,1803.75,Sedentary,2164.5
2621,Male,42,189,74,1716.25,Lightly Active,2359.84375
2622,Male,30,161,88,1741.25,Moderately Active,2698.9375
2623,Female,35,153,68,1300.25,Very Active,2242.93125
2624,Female,41,153,69,1280.25,Super Active,2432.475
2625,Female,19,153,62,1320.25,Lightly Active,1815.34375
2626,Female,65,188,64,1329.0,Lightly Active,1827.375
2627,Female,50,170,62,1271.5,Super Active,2415.85
2628,Female,36,151,67,1272.75,Very Active,2195.49375
2629,Female,26,165,66,1400.25,Moderately Active,2170.3875000000003
2630,Male,45,163,73,1528.75,Moderately Active,2369.5625
2631,Male,52,160,85,1595.0,Moderately Active,2472.25
2632,Male,56,185,62,1501.25,Super Active,2852.375
2633,Male,27,210,92,2102.5,Lightly Active,2890.9375
2634,Female,18,186,77,1681.5,Moderately Active,2606.3250000000003
2635,Female,59,166,51,1091.5,Lightly Active,1500.8125
2636,Female,38,176,75,1499.0,Moderately Active,2323.4500000000003
2637,Male,26,177,91,1891.25,Moderately Active,2931.4375
2638,Female,64,161,57,1095.25,Very Active,1889.30625
2639,Female,32,160,71,1389.0,Super Active,2639.1
2640,Female,52,162,65,1241.5,Very Active,2141.5875
2641,Male,22,200,69,1835.0,Lightly Active,2523.125
2642,Female,58,162,59,1151.5,Lightly Active,1583.3125
2643,Male,39,184,71,1670.0,Super Active,3173.0
2644,Male,58,185,62,1491.25,Moderately Active,2311.4375
2645,Male,40,195,78,1803.75,Super Active,3427.125
2646,Male,24,201,92,2061.25,Moderately Active,3194.9375
2647,Female,40,155,59,1197.75,Sedentary,1437.3
2648,Male,61,197,72,1651.25,Sedentary,1981.5
2649,Male,42,162,66,1467.5,Super Active,2788.25
2650,Female,44,159,54,1152.75,Sedentary,1383.3
2651,Female,58,168,70,1299.0,Sedentary,1558.8
2652,Male,23,209,79,1986.25,Lightly Active,2731.09375
2653,Female,51,175,68,1357.75,Moderately Active,2104.5125000000003
2654,Male,26,181,73,1736.25,Sedentary,2083.5
2655,Male,50,167,89,1688.75,Very Active,2913.09375
2656,Male,23,174,82,1797.5,Lightly Active,2471.5625
2657,Male,54,204,78,1790.0,Moderately Active,2774.5
2658,Female,48,185,60,1355.25,Lightly Active,1863.46875
2659,Male,51,178,100,1862.5,Very Active,3212.8125
2660,Female,58,152,50,999.0,Moderately Active,1548.45
2661,Female,46,188,53,1314.0,Super Active,2496.6
2662,Female,31,157,74,1405.25,Super Active,2669.975
2663,Female,53,164,71,1309.0,Lightly Active,1799.875
2664,Male,53,204,94,1955.0,Super Active,3714.5
2665,Female,32,185,79,1625.25,Moderately Active,2519.1375000000003
2666,Male,25,172,91,1865.0,Very Active,3217.125
2667,Female,43,175,76,1477.75,Very Active,2549.11875
2668,Female,53,153,76,1290.25,Super Active,2451.475
2669,Male,65,200,65,1580.0,Sedentary,1896.0
2670,Male,38,201,64,1711.25,Sedentary,2053.5
2671,Male,45,165,74,1551.25,Sedentary,1861.5
2672,Female,21,175,56,1387.75,Super Active,2636.725
2673,Female,33,180,55,1349.0,Super Active,2563.1
2674,Male,39,170,65,1522.5,Super Active,2892.75
2675,Male,29,168,96,1870.0,Moderately Active,2898.5
2676,Male,33,197,61,1681.25,Sedentary,2017.5
2677,Male,57,199,76,1723.75,Lightly Active,2370.15625
2678,Female,55,163,67,1252.75,Moderately Active,1941.7625
2679,Male,59,168,71,1470.0,Moderately Active,2278.5
2680,Male,54,167,73,1508.75,Super Active,2866.625
2681,Male,46,203,66,1703.75,Super Active,3237.125
2682,Male,35,199,85,1923.75,Moderately Active,2981.8125
2683,Female,27,173,50,1285.25,Super Active,2441.975
2684,Male,59,172,88,1665.0,Sedentary,1998.0
2685,Female,56,162,64,1211.5,Moderately Active,1877.825
2686,Male,35,193,68,1716.25,Moderately Active,2660.1875
